hashtag_id,tweet_id,hashtag
7396,2958,over
7397,2958,democratic
7398,2958,including
7399,2959,business
7400,2960,education
7401,2960,pressure
7402,2960,generation
7403,2960,there
7404,2960,fish
7405,2962,grow
7406,2962,around
7407,2964,old
7408,2964,media
7409,2965,low
7410,2965,oil
7411,2966,this
7412,2966,middle
7413,2966,visit
7414,2968,event
7415,2969,if
7416,2969,letter
7417,2969,central
7418,2969,memory
7419,2969,movement
7420,2970,able
7421,2970,happy
7422,2970,keep
7423,2971,year
7424,2971,hot
7425,2971,instead
7426,2972,knowledge
7427,2972,increase
7428,2973,too
7429,2973,environment
7430,2973,president
7431,2973,whose
7432,2973,direction
7433,2975,different
7434,2975,politics
7435,2975,draw
7436,2976,build
7437,2977,lot
7438,2977,area
7439,2977,executive
7440,2977,authority
7441,2977,treat
7442,2978,some
7443,2978,must
7444,2979,hotel
7445,2979,less
7446,2979,under
7447,2979,main
7448,2979,analysis
7449,2980,scene
7450,2980,water
7451,2980,hear
7452,2980,two
7453,2981,through
7454,2982,gun
7455,2983,drive
7456,2983,apply
7457,2983,life
7458,2983,anyone
7459,2984,benefit
7460,2984,very
7461,2984,cover
7462,2984,call
7463,2984,quickly
7464,2985,sense
7465,2986,TV
7466,2986,might
7467,2986,serve
7468,2987,well
7469,2988,someone
7470,2988,minute
7471,2988,blue
7472,2988,past
7473,2988,rock
7474,2989,sell
7475,2989,word
7476,2989,able
7477,2990,news
7478,2991,case
7479,2991,low
7480,2992,nation
7481,2992,something
7482,2993,statement
7483,2993,story
7484,2993,enjoy
7485,2993,letter
7486,2994,beat
7487,2994,research
7488,2994,ask
7489,2996,report
7490,2996,image
7491,2996,section
7492,2996,air
7493,2997,up
7494,2997,again
7495,2997,budget
7496,2998,budget
7497,2999,building
7498,2999,each
7499,2999,book
7500,2999,allow
7501,2999,senior
7502,3000,measure
7503,3000,difference
7504,3002,former
7505,3002,without
7506,3002,those
7507,3002,only
7508,3002,out
7509,3003,star
7510,3003,myself
7511,3003,law
7512,3003,not
7513,3004,speak
7514,3006,fire
7515,3008,fine
7516,3008,each
7517,3009,relationship
7518,3011,daughter
7519,3011,anything
7520,3011,wrong
7521,3011,successful
7522,3011,mind
7523,3013,else
7524,3014,include
7525,3014,night
7526,3014,politics
7527,3015,guy
7528,3016,trouble
7529,3016,standard
7530,3016,four
7531,3017,response
7532,3017,up
7533,3017,ability
7534,3017,center
7535,3018,type
7536,3018,should
7537,3019,eight
7538,3019,sometimes
7539,3019,type
7540,3019,subject
7541,3019,dinner
7542,3020,dog
7543,3022,most
7544,3022,employee
7545,3022,home
7546,3022,even
7547,3023,brother
7548,3023,morning
7549,3023,over
7550,3023,way
7551,3023,play
7552,3024,similar
7553,3024,memory
7554,3024,owner
7555,3024,return
7556,3024,response
7557,3025,among
7558,3025,Mr
7559,3025,teacher
7560,3026,like
7561,3026,paper
7562,3026,determine
7563,3026,particularly
7564,3026,skin
7565,3027,seem
7566,3028,night
7567,3028,senior
7568,3028,suggest
7569,3028,woman
7570,3028,customer
7571,3029,body
7572,3029,between
7573,3029,than
7574,3030,test
7575,3030,standard
7576,3030,enjoy
7577,3031,key
7578,3031,argue
7579,3031,third
7580,3031,allow
7581,3032,girl
7582,3032,environmental
7583,3032,now
7584,3034,do
7585,3034,eye
7586,3034,speech
7587,3036,cause
7588,3036,sound
7589,3036,according
7590,3036,anyone
7591,3037,help
7592,3037,deep
7593,3037,act
7594,3038,sister
7595,3038,positive
7596,3039,phone
7597,3040,hit
7598,3041,four
7599,3042,research
7600,3042,international
7601,3042,study
7602,3042,increase
7603,3043,store
7604,3043,radio
7605,3045,simple
7606,3046,also
7607,3047,add
7608,3047,wear
7609,3047,new
7610,3048,door
7611,3048,unit
7612,3050,consider
7613,3050,left
7614,3050,central
7615,3050,side
7616,3050,feeling
7617,3051,still
7618,3052,respond
7619,3052,couple
7620,3052,thus
7621,3052,company
7622,3052,stay
7623,3053,argue
7624,3054,response
7625,3054,task
7626,3054,manager
7627,3054,eight
7628,3054,really
7629,3055,media
7630,3055,song
7631,3056,force
7632,3057,paper
7633,3057,look
7634,3057,note
7635,3057,attention
7636,3058,the
7637,3059,me
7638,3059,in
7639,3059,large
7640,3059,way
7641,3061,describe
7642,3061,understand
7643,3062,push
7644,3062,deal
7645,3062,sister
7646,3062,against
7647,3064,action
7648,3065,movie
7649,3065,loss
7650,3065,note
7651,3068,deep
7652,3068,television
7653,3068,response
7654,3068,newspaper
7655,3069,couple
7656,3069,guy
7657,3069,local
7658,3070,animal
7659,3070,choose
7660,3070,fill
7661,3070,choice
7662,3071,let
7663,3071,clearly
7664,3074,anything
7665,3075,couple
7666,3076,over
7667,3076,American
7668,3076,of
7669,3078,forget
7670,3078,and
7671,3078,girl
7672,3080,again
7673,3080,thought
7674,3080,same
7675,3080,example
7676,3080,at
7677,3081,assume
7678,3081,step
7679,3082,consumer
7680,3082,green
7681,3082,small
7682,3083,husband
7683,3086,establish
7684,3086,technology
7685,3086,imagine
7686,3086,never
7687,3086,draw
7688,3087,hold
7689,3087,relate
7690,3090,ask
7691,3090,one
7692,3090,concern
7693,3091,catch
7694,3091,physical
7695,3091,black
7696,3091,determine
7697,3092,involve
7698,3093,hold
7699,3093,foot
7700,3093,while
7701,3094,ahead
7702,3094,year
7703,3094,central
7704,3094,coach
7705,3094,team
7706,3095,range
7707,3095,page
7708,3095,itself
7709,3095,beat
7710,3096,cut
7711,3096,mean
7712,3096,general
7713,3096,painting
7714,3097,lead
7715,3097,world
7716,3098,current
7717,3098,fight
7718,3098,third
7719,3098,later
7720,3098,right
7721,3099,nature
7722,3099,drive
7723,3099,before
7724,3099,part
7725,3099,maybe
7726,3100,since
7727,3100,fish
7728,3100,also
7729,3101,as
7730,3101,who
7731,3102,best
7732,3102,learn
7733,3103,people
7734,3103,officer
7735,3103,begin
7736,3103,several
7737,3104,seat
7738,3104,reflect
7739,3105,ago
7740,3105,however
7741,3105,cultural
7742,3105,memory
7743,3105,health
7744,3106,area
7745,3106,thought
7746,3107,receive
7747,3109,audience
7748,3109,present
7749,3109,hold
7750,3111,laugh
7751,3111,offer
7752,3111,exactly
7753,3111,wide
7754,3112,wide
7755,3112,interview
7756,3113,game
7757,3113,four
7758,3114,participant
7759,3114,a
7760,3114,gas
7761,3114,turn
7762,3116,next
7763,3116,affect
7764,3116,whole
7765,3116,him
7766,3117,way
7767,3117,the
7768,3117,staff
7769,3117,reveal
7770,3118,already
7771,3118,section
7772,3118,number
7773,3118,discover
7774,3119,popular
7775,3119,kitchen
7776,3120,great
7777,3120,prepare
7778,3120,name
7779,3121,campaign
7780,3121,center
7781,3122,little
7782,3123,five
7783,3123,nice
7784,3123,party
7785,3123,born
7786,3123,although
7787,3124,meet
7788,3124,tell
7789,3124,cup
7790,3124,nothing
7791,3124,cut
7792,3125,whom
7793,3125,boy
7794,3128,bar
7795,3128,like
7796,3128,why
7797,3128,measure
7798,3128,door
7799,3129,task
7800,3129,chair
7801,3129,nothing
7802,3129,apply
7803,3129,ball
7804,3130,while
7805,3131,face
7806,3131,whether
7807,3132,word
7808,3132,process
7809,3132,machine
7810,3134,represent
7811,3134,movement
7812,3134,check
7813,3134,seven
7814,3136,rather
7815,3136,court
7816,3136,threat
7817,3136,education
7818,3137,likely
7819,3137,throughout
7820,3137,benefit
7821,3138,owner
7822,3138,look
7823,3139,certain
7824,3139,pay
7825,3139,lawyer
7826,3139,receive
7827,3139,thank
7828,3141,sort
7829,3141,be
7830,3141,activity
7831,3141,himself
7832,3142,street
7833,3143,begin
7834,3144,manage
7835,3144,minute
7836,3144,water
7837,3145,yourself
7838,3145,music
7839,3145,share
7840,3145,every
7841,3146,cold
7842,3146,man
7843,3146,travel
7844,3146,production
7845,3147,fear
7846,3147,happy
7847,3147,her
7848,3148,agent
7849,3149,weight
7850,3150,month
7851,3150,make
7852,3150,a
7853,3150,join
7854,3152,scene
7855,3152,can
7856,3153,summer
7857,3153,few
7858,3153,look
7859,3153,director
7860,3153,listen
7861,3154,could
7862,3155,drop
7863,3155,care
7864,3155,money
7865,3155,instead
7866,3156,management
7867,3156,try
7868,3156,forward
7869,3156,couple
7870,3156,various
7871,3157,finish
7872,3157,which
7873,3157,certainly
7874,3158,benefit
7875,3158,total
7876,3159,leg
7877,3160,soldier
7878,3161,truth
7879,3161,most
7880,3161,ok
7881,3161,watch
7882,3162,party
7883,3162,floor
7884,3162,forward
7885,3162,clearly
7886,3162,something
7887,3163,late
7888,3163,training
7889,3163,upon
7890,3163,than
7891,3163,thus
7892,3164,event
7893,3164,there
7894,3165,recently
7895,3166,car
7896,3166,moment
7897,3167,however
7898,3167,travel
7899,3167,past
7900,3167,situation
7901,3168,know
7902,3168,Democrat
7903,3168,moment
7904,3168,education
7905,3169,yes
7906,3170,world
7907,3171,represent
7908,3171,rich
7909,3171,task
7910,3171,top
7911,3171,general
7912,3172,friend
7913,3172,artist
7914,3172,item
7915,3173,defense
7916,3173,black
7917,3173,resource
7918,3173,college
7919,3174,agency
7920,3174,image
7921,3174,hear
7922,3174,memory
7923,3174,identify
7924,3175,air
7925,3175,each
7926,3176,without
7927,3176,somebody
7928,3178,outside
7929,3178,time
7930,3178,concern
7931,3178,significant
7932,3179,probably
7933,3180,but
7934,3180,sit
7935,3181,different
7936,3181,career
7937,3181,commercial
7938,3181,surface
7939,3182,gun
7940,3182,travel
7941,3182,probably
7942,3182,clearly
7943,3183,assume
7944,3183,seat
7945,3183,read
7946,3183,discuss
7947,3183,way
7948,3184,fish
7949,3184,successful
7950,3185,show
7951,3185,rest
7952,3185,become
7953,3185,decade
7954,3186,single
7955,3186,government
7956,3186,third
7957,3186,couple
7958,3186,benefit
7959,3187,fact
7960,3187,yes
7961,3187,just
7962,3187,put
7963,3187,us
7964,3188,standard
7965,3188,whose
7966,3189,lead
7967,3189,important
7968,3189,believe
7969,3190,authority
7970,3190,apply
7971,3190,body
7972,3191,better
7973,3191,low
7974,3191,section
7975,3191,among
7976,3191,occur
7977,3192,something
7978,3192,should
7979,3192,exactly
7980,3192,billion
7981,3194,alone
7982,3194,certain
7983,3194,lay
7984,3194,during
7985,3194,moment
7986,3195,travel
7987,3196,tell
7988,3197,husband
7989,3197,executive
7990,3197,boy
7991,3197,one
7992,3198,government
7993,3198,all
7994,3198,believe
7995,3198,quality
7996,3198,perhaps
7997,3200,accept
7998,3200,who
7999,3200,stand
8000,3200,activity
8001,3200,memory
8002,3201,people
8003,3201,chair
8004,3201,look
8005,3201,table
8006,3201,industry
8007,3202,cell
8008,3202,boy
8009,3203,radio
8010,3203,degree
8011,3203,because
8012,3203,describe
8013,3204,sort
8014,3204,open
8015,3207,suggest
8016,3207,tend
8017,3208,someone
8018,3208,contain
8019,3208,send
8020,3209,certain
8021,3210,job
8022,3210,soldier
8023,3210,or
8024,3210,worker
8025,3211,form
8026,3211,over
8027,3211,claim
8028,3211,phone
8029,3211,best
8030,3213,can
8031,3216,again
8032,3217,lay
8033,3217,human
8034,3217,citizen
8035,3217,never
8036,3218,admit
8037,3218,product
8038,3218,great
8039,3219,instead
8040,3220,save
8041,3220,collection
8042,3220,fact
8043,3221,others
8044,3221,policy
8045,3221,station
8046,3221,pattern
8047,3221,easy
8048,3222,daughter
8049,3224,lead
8050,3224,find
8051,3224,political
8052,3224,material
8053,3224,I
8054,3225,event
8055,3225,memory
8056,3225,provide
8057,3225,inside
8058,3225,upon
8059,3226,in
8060,3226,player
8061,3227,think
8062,3227,group
8063,3227,need
8064,3227,force
8065,3227,child
8066,3230,tend
8067,3230,bed
8068,3230,hair
8069,3230,debate
8070,3230,wonder
8071,3231,protect
8072,3232,attack
8073,3232,total
8074,3232,among
8075,3233,two
8076,3233,director
8077,3234,a
8078,3234,world
8079,3234,exist
8080,3234,executive
8081,3235,new
8082,3235,bring
8083,3235,step
8084,3235,edge
8085,3235,standard
8086,3236,blue
8087,3236,task
8088,3236,person
8089,3237,share
8090,3239,study
8091,3242,begin
8092,3244,value
8093,3244,group
8094,3244,person
8095,3244,power
8096,3244,man
8097,3245,cultural
8098,3245,deep
8099,3246,level
8100,3246,floor
8101,3246,film
8102,3246,some
8103,3246,short
8104,3247,direction
8105,3249,perhaps
8106,3250,seek
8107,3251,speech
8108,3251,wind
8109,3252,system
8110,3252,return
8111,3253,end
8112,3253,practice
8113,3254,agreement
8114,3254,son
8115,3254,very
8116,3254,within
8117,3255,close
8118,3255,personal
8119,3255,statement
8120,3256,degree
8121,3256,field
8122,3256,and
8123,3256,source
8124,3258,at
8125,3258,idea
8126,3260,it
8127,3260,country
8128,3260,she
8129,3260,some
8130,3261,role
8131,3261,campaign
8132,3262,record
8133,3262,talk
8134,3262,space
8135,3263,buy
8136,3263,order
8137,3263,staff
8138,3263,between
8139,3264,rather
8140,3264,plant
8141,3265,sing
8142,3266,any
8143,3266,meeting
8144,3267,voice
8145,3267,degree
8146,3267,kid
8147,3267,security
8148,3268,meeting
8149,3268,sea
8150,3268,fine
8151,3269,surface
8152,3270,pressure
8153,3270,car
8154,3270,magazine
8155,3271,technology
8156,3271,table
8157,3271,computer
8158,3272,born
8159,3272,decision
8160,3272,name
8161,3272,yet
8162,3273,past
8163,3273,again
8164,3273,thousand
8165,3273,may
8166,3275,identify
8167,3276,energy
8168,3276,well
8169,3276,road
8170,3276,social
8171,3276,create
8172,3277,interesting
8173,3277,own
8174,3277,certain
8175,3277,knowledge
8176,3277,have
8177,3279,increase
8178,3279,change
8179,3279,this
8180,3280,else
8181,3280,turn
8182,3280,million
8183,3280,place
8184,3281,mother
8185,3281,born
8186,3282,group
8187,3282,rule
8188,3282,same
8189,3282,friend
8190,3282,watch
8191,3284,interest
8192,3284,teach
8193,3284,itself
8194,3285,rest
8195,3285,that
8196,3287,indicate
8197,3287,against
8198,3287,ask
8199,3288,well
8200,3288,state
8201,3288,religious
8202,3291,body
8203,3291,ground
8204,3291,those
8205,3291,catch
8206,3292,very
8207,3292,approach
8208,3293,prevent
8209,3293,pressure
8210,3293,sea
8211,3293,check
8212,3296,voice
8213,3296,him
8214,3296,artist
8215,3299,wait
8216,3300,his
8217,3300,imagine
8218,3300,free
8219,3300,never
8220,3301,resource
8221,3301,smile
8222,3301,fast
8223,3301,year
8224,3301,threat
8225,3302,police
8226,3305,budget
8227,3305,figure
8228,3305,economic
8229,3305,memory
8230,3306,few
8231,3306,remember
8232,3306,knowledge
8233,3306,the
8234,3306,child
8235,3309,listen
8236,3309,continue
8237,3309,view
8238,3309,source
8239,3309,we
8240,3310,standard
8241,3310,make
8242,3310,by
8243,3310,rule
8244,3310,major
8245,3311,into
8246,3311,quality
8247,3312,station
8248,3312,budget
8249,3312,force
8250,3313,talk
8251,3314,manager
8252,3314,tree
8253,3314,police
8254,3314,whether
8255,3314,certain
8256,3315,unit
8257,3315,choice
8258,3315,price
8259,3315,food
8260,3315,wait
8261,3316,director
8262,3316,actually
8263,3316,single
8264,3317,later
8265,3317,relationship
8266,3317,ever
8267,3317,idea
8268,3318,newspaper
8269,3318,sport
8270,3318,enjoy
8271,3318,discover
8272,3318,summer
8273,3319,paper
8274,3319,star
8275,3319,party
8276,3319,song
8277,3319,sense
8278,3320,return
8279,3321,appear
8280,3321,white
8281,3323,energy
8282,3323,former
8283,3324,theory
8284,3324,record
8285,3324,even
8286,3324,friend
8287,3325,send
8288,3325,within
8289,3326,no
8290,3326,should
8291,3326,everyone
8292,3327,after
8293,3328,central
8294,3328,rise
8295,3328,thus
8296,3329,capital
8297,3329,increase
8298,3329,appear
8299,3330,itself
8300,3330,decade
8301,3330,improve
8302,3331,fly
8303,3331,tax
8304,3331,central
8305,3331,western
8306,3331,glass
8307,3332,order
8308,3332,table
8309,3332,eight
8310,3332,impact
8311,3332,treat
8312,3333,continue
8313,3334,glass
8314,3335,growth
8315,3335,number
8316,3336,central
8317,3336,so
8318,3337,already
8319,3337,trade
8320,3337,example
8321,3337,significant
8322,3338,trouble
8323,3338,quite
8324,3339,five
8325,3340,reach
8326,3340,hand
8327,3341,contain
8328,3341,expect
8329,3341,kid
8330,3342,shake
8331,3342,church
8332,3342,prevent
8333,3342,significant
8334,3343,those
8335,3343,population
8336,3343,develop
8337,3343,cause
8338,3345,once
8339,3347,exist
8340,3348,plan
8341,3348,low
8342,3348,budget
8343,3348,student
8344,3348,nearly
8345,3349,cultural
8346,3349,particularly
8347,3349,health
8348,3349,more
8349,3349,large
8350,3350,there
8351,3350,red
8352,3350,quickly
8353,3350,anyone
8354,3351,almost
8355,3351,bring
8356,3351,man
8357,3351,start
8358,3352,various
8359,3352,everything
8360,3352,seek
8361,3352,discuss
8362,3353,us
8363,3353,garden
8364,3353,century
8365,3355,lot
8366,3355,can
8367,3356,consumer
8368,3356,long
8369,3356,religious
8370,3357,let
8371,3358,should
8372,3358,explain
8373,3358,respond
8374,3358,weight
8375,3359,term
8376,3359,job
8377,3360,finish
8378,3360,need
8379,3360,worker
8380,3361,life
8381,3361,side
8382,3361,seat
8383,3361,serious
8384,3362,significant
8385,3362,meeting
8386,3362,ask
8387,3363,minute
8388,3363,strong
8389,3363,usually
8390,3363,police
8391,3364,her
8392,3364,tend
8393,3365,could
8394,3365,candidate
8395,3365,fine
8396,3366,garden
8397,3367,capital
8398,3367,all
8399,3367,at
8400,3368,close
8401,3368,develop
8402,3368,health
8403,3368,reason
8404,3368,choice
8405,3369,work
8406,3369,successful
8407,3369,lose
8408,3369,fund
8409,3369,across
8410,3370,believe
8411,3370,factor
8412,3370,show
8413,3371,however
8414,3371,show
8415,3371,face
8416,3372,store
8417,3372,husband
8418,3372,social
8419,3373,window
8420,3373,reason
8421,3373,bring
8422,3373,level
8423,3374,nearly
8424,3374,as
8425,3374,network
8426,3374,media
8427,3374,skin
8428,3376,reveal
8429,3376,follow
8430,3376,human
8431,3376,law
8432,3376,miss
8433,3377,explain
8434,3377,example
8435,3378,skill
8436,3378,her
8437,3379,travel
8438,3379,tonight
8439,3379,cause
8440,3379,bad
8441,3380,student
8442,3380,receive
8443,3380,fund
8444,3380,board
8445,3380,area
8446,3381,truth
8447,3382,forward
8448,3382,early
8449,3382,ten
8450,3382,act
8451,3382,myself
8452,3383,baby
8453,3383,Republican
8454,3383,decade
8455,3383,strategy
8456,3383,executive
8457,3384,star
8458,3385,reality
8459,3385,speak
8460,3385,hard
8461,3387,TV
8462,3387,tax
8463,3387,hard
8464,3387,finish
8465,3388,executive
8466,3389,movement
8467,3389,can
8468,3389,gas
8469,3389,skill
8470,3392,college
8471,3392,movement
8472,3394,head
8473,3394,oil
8474,3394,ago
8475,3394,hot
8476,3395,their
8477,3395,just
8478,3396,television
8479,3396,big
8480,3396,sure
8481,3396,service
8482,3397,wind
8483,3397,article
8484,3398,city
8485,3398,claim
8486,3398,participant
8487,3399,result
8488,3399,yard
8489,3400,avoid
8490,3400,increase
8491,3401,town
8492,3401,few
8493,3402,standard
8494,3402,white
8495,3402,we
8496,3404,century
8497,3404,material
8498,3404,write
8499,3405,ground
8500,3405,be
8501,3405,child
8502,3405,home
8503,3405,letter
8504,3406,behind
8505,3406,front
8506,3408,size
8507,3408,medical
8508,3408,know
8509,3408,speech
8510,3408,effect
8511,3409,main
8512,3409,environmental
8513,3410,tree
8514,3410,spend
8515,3410,brother
8516,3410,operation
8517,3410,early
8518,3412,play
8519,3412,manage
8520,3413,law
8521,3413,model
8522,3414,look
8523,3415,pretty
8524,3415,particular
8525,3417,boy
8526,3418,too
8527,3419,then
8528,3419,move
8529,3420,pick
8530,3420,with
8531,3421,front
8532,3421,agree
8533,3421,history
8534,3421,Mr
8535,3422,industry
8536,3423,hand
8537,3423,yes
8538,3424,work
8539,3424,material
8540,3424,window
8541,3424,new
8542,3424,method
8543,3426,well
8544,3426,believe
8545,3426,thought
8546,3426,oil
8547,3426,now
8548,3427,my
8549,3427,and
8550,3427,will
8551,3427,happen
8552,3428,ask
8553,3428,call
8554,3428,wind
8555,3430,way
8556,3430,base
8557,3430,husband
8558,3431,space
8559,3431,bag
8560,3431,writer
8561,3433,wish
8562,3433,early
8563,3433,energy
8564,3433,film
8565,3434,necessary
8566,3434,shoulder
8567,3434,their
8568,3434,whose
8569,3435,reach
8570,3435,that
8571,3436,able
8572,3436,author
8573,3436,factor
8574,3436,for
8575,3437,left
8576,3437,result
8577,3437,forward
8578,3437,available
8579,3437,remember
8580,3439,argue
8581,3439,build
8582,3439,or
8583,3439,information
8584,3439,fill
8585,3440,team
8586,3440,recent
8587,3440,place
8588,3440,prepare
8589,3441,this
8590,3441,follow
8591,3443,agreement
8592,3443,bag
8593,3443,push
8594,3443,defense
8595,3443,experience
8596,3444,country
8597,3444,marriage
8598,3446,when
8599,3446,wall
8600,3448,represent
8601,3450,interview
8602,3450,like
8603,3450,admit
8604,3450,himself
8605,3451,their
8606,3451,deal
8607,3451,before
8608,3452,reality
8609,3452,yes
8610,3452,walk
8611,3452,future
8612,3452,decide
8613,3453,agreement
8614,3453,price
8615,3453,let
8616,3453,specific
8617,3453,idea
8618,3454,visit
8619,3454,appear
8620,3455,own
8621,3455,determine
8622,3457,expect
8623,3457,go
8624,3457,increase
8625,3457,collection
8626,3458,lose
8627,3458,serve
8628,3458,many
8629,3458,cultural
8630,3458,expect
8631,3460,role
8632,3460,risk
8633,3460,tell
8634,3460,late
8635,3460,ability
8636,3461,program
8637,3461,hot
8638,3461,board
8639,3462,vote
8640,3462,nearly
8641,3462,off
8642,3463,community
8643,3463,information
8644,3464,morning
8645,3466,but
8646,3466,information
8647,3466,human
8648,3467,structure
8649,3467,again
8650,3467,shake
8651,3468,subject
8652,3469,hospital
8653,3470,lawyer
8654,3470,message
8655,3470,husband
8656,3471,country
8657,3471,because
8658,3471,skin
8659,3471,wait
8660,3471,others
8661,3472,record
8662,3472,author
8663,3472,condition
8664,3472,good
8665,3472,character
8666,3473,consider
8667,3473,also
8668,3473,base
8669,3473,happen
8670,3474,commercial
8671,3474,group
8672,3474,accept
8673,3474,especially
8674,3475,from
8675,3476,group
8676,3476,eat
8677,3477,show
8678,3477,call
8679,3477,agency
8680,3477,perhaps
8681,3478,admit
8682,3478,morning
8683,3478,drop
8684,3478,then
8685,3478,thus
8686,3479,both
8687,3479,room
8688,3479,why
8689,3479,campaign
8690,3481,recent
8691,3481,gun
8692,3481,generation
8693,3481,southern
8694,3481,spend
8695,3482,agent
8696,3483,make
8697,3483,base
8698,3483,those
8699,3485,necessary
8700,3485,ever
8701,3485,land
8702,3485,evidence
8703,3485,area
8704,3486,security
8705,3486,instead
8706,3486,thus
8707,3487,through
8708,3487,form
8709,3487,bar
8710,3487,tax
8711,3489,report
8712,3489,science
8713,3490,last
8714,3490,song
8715,3490,picture
8716,3490,system
8717,3490,term
8718,3491,bring
8719,3491,Mr
8720,3491,size
8721,3491,personal
8722,3492,each
8723,3492,in
8724,3492,whether
8725,3492,help
8726,3493,fall
8727,3493,few
8728,3493,national
8729,3493,north
8730,3494,trade
8731,3495,memory
8732,3495,whether
8733,3496,face
8734,3497,read
8735,3497,nor
8736,3497,method
8737,3498,value
8738,3498,bit
8739,3498,recent
8740,3499,cultural
8741,3500,whether
8742,3500,parent
8743,3501,military
8744,3501,future
8745,3501,hospital
8746,3502,indeed
8747,3502,Republican
8748,3503,support
8749,3503,require
8750,3503,artist
8751,3503,someone
8752,3503,sense
8753,3504,entire
8754,3504,partner
8755,3504,recent
8756,3504,long
8757,3505,red
8758,3505,step
8759,3505,sometimes
8760,3505,role
8761,3505,tough
8762,3506,cover
8763,3506,certainly
8764,3507,great
8765,3507,past
8766,3507,somebody
8767,3507,many
8768,3507,make
8769,3508,without
8770,3509,tend
8771,3509,ability
8772,3509,stuff
8773,3509,save
8774,3510,usually
8775,3510,feeling
8776,3510,move
8777,3510,professional
8778,3512,pass
8779,3512,much
8780,3512,responsibility
8781,3512,court
8782,3512,cut
8783,3514,sort
8784,3515,whole
8785,3516,in
8786,3516,among
8787,3516,easy
8788,3517,position
8789,3517,hand
8790,3517,staff
8791,3517,resource
8792,3518,tax
8793,3518,under
8794,3518,exist
8795,3519,bank
8796,3519,themselves
8797,3519,around
8798,3519,maintain
8799,3520,ready
8800,3521,professor
8801,3521,reality
8802,3521,one
8803,3521,discussion
8804,3522,ability
8805,3522,still
8806,3522,after
8807,3523,religious
8808,3523,outside
8809,3523,dinner
8810,3525,education
8811,3526,write
8812,3526,people
8813,3526,find
8814,3526,hear
8815,3527,heart
8816,3527,home
8817,3527,bank
8818,3527,speech
8819,3528,remember
8820,3529,black
8821,3530,difficult
8822,3530,director
8823,3532,source
8824,3532,back
8825,3532,range
8826,3532,arrive
8827,3532,magazine
8828,3533,few
8829,3533,necessary
8830,3533,her
8831,3533,least
8832,3534,agreement
8833,3535,space
8834,3535,president
8835,3535,clear
8836,3535,medical
8837,3536,person
8838,3538,approach
8839,3538,military
8840,3538,become
8841,3540,about
8842,3541,son
8843,3541,offer
8844,3542,budget
8845,3542,each
8846,3542,recently
8847,3542,worker
8848,3543,chance
8849,3543,choose
8850,3543,against
8851,3543,class
8852,3543,they
8853,3544,vote
8854,3544,computer
8855,3544,evening
8856,3545,street
8857,3545,chair
8858,3545,well
8859,3545,however
8860,3546,land
8861,3546,body
8862,3546,study
8863,3546,policy
8864,3547,grow
8865,3548,where
8866,3548,mother
8867,3548,nearly
8868,3549,every
8869,3549,activity
8870,3549,morning
8871,3549,traditional
8872,3551,eat
8873,3551,rule
8874,3551,building
8875,3551,take
8876,3552,hundred
8877,3552,fact
8878,3552,animal
8879,3553,image
8880,3554,politics
8881,3554,coach
8882,3554,result
8883,3554,case
8884,3554,me
8885,3555,imagine
8886,3555,traditional
8887,3555,edge
8888,3555,issue
8889,3556,least
8890,3556,deep
8891,3556,local
8892,3557,maintain
8893,3557,him
8894,3558,decide
8895,3558,rock
8896,3558,about
8897,3558,state
8898,3558,back
8899,3559,take
8900,3560,do
8901,3560,ago
8902,3560,want
8903,3560,speak
8904,3560,modern
8905,3561,head
8906,3563,she
8907,3563,central
8908,3565,dinner
8909,3565,step
8910,3566,relate
8911,3566,former
8912,3566,air
8913,3567,tree
8914,3567,listen
8915,3567,friend
8916,3568,pass
8917,3569,door
8918,3569,foreign
8919,3571,summer
8920,3574,resource
8921,3575,left
8922,3576,culture
8923,3576,financial
8924,3576,action
8925,3576,nearly
8926,3577,star
8927,3577,lose
8928,3577,walk
8929,3577,organization
8930,3577,enter
8931,3578,clear
8932,3580,marriage
8933,3580,gas
8934,3580,first
8935,3581,spend
8936,3581,management
8937,3581,east
8938,3581,simply
8939,3581,level
8940,3582,technology
8941,3582,dog
8942,3582,doctor
8943,3583,sister
8944,3584,maintain
8945,3584,be
8946,3584,threat
8947,3585,marriage
8948,3585,friend
8949,3585,prepare
8950,3585,former
8951,3585,major
8952,3586,matter
8953,3586,boy
8954,3587,ahead
8955,3587,trouble
8956,3587,center
8957,3588,soldier
8958,3588,sport
8959,3588,moment
8960,3589,term
8961,3589,ground
8962,3589,issue
8963,3589,plan
8964,3590,research
8965,3590,collection
8966,3590,federal
8967,3590,need
8968,3590,air
8969,3591,throughout
8970,3592,water
8971,3592,start
8972,3592,watch
8973,3592,around
8974,3593,you
8975,3595,expert
8976,3595,benefit
8977,3596,computer
8978,3596,decide
8979,3596,election
8980,3596,blood
8981,3598,bad
8982,3598,work
8983,3599,garden
8984,3599,central
8985,3599,realize
8986,3600,understand
8987,3600,too
8988,3600,cultural
8989,3600,mother
8990,3600,trouble
8991,3601,sport
8992,3602,give
8993,3603,human
8994,3603,significant
8995,3603,order
8996,3603,kitchen
8997,3603,may
8998,3604,cover
8999,3604,without
9000,3604,effort
9001,3605,degree
9002,3605,road
9003,3605,fact
9004,3605,everything
9005,3605,eye
9006,3606,control
9007,3606,drive
9008,3606,write
